,geo_name,date,vessel_type,num_ships
0,Port Klang,2020-03-18,Tanker,1
1,Port Klang,2020-03-29,Cargo,1
2,Port Klang,2020-03-12,Tanker,1
3,Port Klang,2020-03-14,Tanker,1
4,Port Klang,2020-03-14,Cargo,2
5,Port Klang,2020-03-01,Cargo,1
6,Port Klang,2020-03-06,Tanker,1
7,Port Klang,2020-03-03,Tanker,3
8,Port Klang,2020-03-26,Tanker,1
9,Port Klang,2020-03-20,Tanker,4
10,Port Klang,2020-03-06,Cargo,3
11,Port Klang,2020-03-16,Tanker,1
12,Port Klang,2020-03-19,Cargo,2
13,Port Klang,2020-03-13,Cargo,4
14,Port Klang,2020-03-09,Tanker,1
15,Port Klang,2020-03-16,Cargo,2
16,Port Klang,2020-03-28,Tanker,4
17,Port Klang,2020-03-30,Cargo,1
18,Port Klang,2020-03-09,Cargo,5
19,Port Klang,2020-03-05,Tanker,1
20,Port Klang,2020-03-21,Cargo,2
21,Port Klang,2020-03-08,Cargo,1
22,Port Klang,2020-03-04,Cargo,4
23,Port Klang,2020-03-18,Cargo,5
24,Port Klang,2020-03-24,Tanker,1
25,Port Klang,2020-03-22,Cargo,1
26,Port Klang,2020-03-07,Tanker,2
27,Port Klang,2020-03-27,Tanker,1
28,Port Klang,2020-03-30,Tanker,1
29,Port Klang,2020-03-29,Tanker,2
30,Port Klang,2020-03-28,Cargo,3
31,Port Klang,2020-03-02,Cargo,5
32,Port Klang,2020-03-05,Cargo,3
33,Port Klang,2020-03-31,Cargo,3
34,Port Klang,2020-03-03,Cargo,2
35,Port Klang,2020-03-27,Cargo,1
36,Port Klang,2020-03-13,Tanker,2
37,Port Klang,2020-03-04,Tanker,3
38,Port Klang,2020-03-24,Cargo,1
39,Port Klang,2020-03-20,Cargo,1
40,Port Klang,2020-03-17,Cargo,1
41,Port Klang,2020-03-07,Cargo,3
42,Port Klang,2020-03-11,Cargo,4
43,Port Klang,2020-03-10,Cargo,1
