,geo_name,date,vessel_type,num_ships
0,Port Klang,2020-06-10,Tanker,1
1,Port Klang,2020-06-24,Tanker,1
2,Port Klang,2020-06-11,Tanker,1
3,Port Klang,2020-06-28,Cargo,1
4,Port Klang,2020-06-29,Tanker,2
5,Port Klang,2020-06-20,Cargo,2
6,Port Klang,2020-06-30,Cargo,4
7,Port Klang,2020-06-10,Cargo,1
8,Port Klang,2020-06-13,Cargo,1
9,Port Klang,2020-06-04,Tanker,1
10,Port Klang,2020-06-22,Tanker,1
11,Port Klang,2020-06-04,Cargo,4
12,Port Klang,2020-06-13,Tanker,1
13,Port Klang,2020-06-11,Cargo,2
14,Port Klang,2020-06-15,Tanker,1
15,Port Klang,2020-06-12,Cargo,2
16,Port Klang,2020-06-03,Tanker,4
17,Port Klang,2020-06-19,Cargo,2
18,Port Klang,2020-06-05,Tanker,4
19,Port Klang,2020-06-16,Cargo,1
20,Port Klang,2020-06-26,Tanker,1
21,Port Klang,2020-06-01,Tanker,2
22,Port Klang,2020-06-12,Tanker,1
23,Port Klang,2020-06-25,Cargo,3
24,Port Klang,2020-06-02,Tanker,5
25,Port Klang,2020-06-23,Tanker,4
26,Port Klang,2020-06-23,Cargo,1
27,Port Klang,2020-06-24,Cargo,2
28,Port Klang,2020-06-06,Tanker,4
29,Port Klang,2020-06-06,Cargo,3
30,Port Klang,2020-06-09,Cargo,3
31,Port Klang,2020-06-03,Cargo,1
32,Port Klang,2020-06-27,Cargo,2
33,Port Klang,2020-06-07,Cargo,4
34,Port Klang,2020-06-27,Tanker,1
35,Port Klang,2020-06-26,Cargo,3
36,Port Klang,2020-06-02,Cargo,2
37,Port Klang,2020-06-19,Tanker,2
