,geo_name,date,vessel_type,num_ships
0,Port Klang,2020-08-18,Cargo,2
1,Port Klang,2020-08-30,Tanker,3
2,Port Klang,2020-08-29,Tanker,1
3,Port Klang,2020-08-15,Cargo,1
4,Port Klang,2020-08-28,Cargo,1
5,Port Klang,2020-08-23,Tanker,1
6,Port Klang,2020-08-14,Cargo,3
7,Port Klang,2020-08-13,Cargo,2
8,Port Klang,2020-08-27,Tanker,3
9,Port Klang,2020-08-15,Tanker,3
10,Port Klang,2020-08-26,Cargo,1
11,Port Klang,2020-08-28,Tanker,2
12,Port Klang,2020-08-13,Tanker,2
13,Port Klang,2020-08-31,Tanker,1
14,Port Klang,2020-08-07,Cargo,1
15,Port Klang,2020-08-06,Cargo,2
16,Port Klang,2020-08-11,Cargo,5
17,Port Klang,2020-08-05,Cargo,1
18,Port Klang,2020-08-01,Cargo,2
19,Port Klang,2020-08-07,Tanker,2
20,Port Klang,2020-08-17,Cargo,3
21,Port Klang,2020-08-19,Cargo,1
22,Port Klang,2020-08-12,Tanker,1
23,Port Klang,2020-08-05,Tanker,1
24,Port Klang,2020-08-29,Cargo,2
25,Port Klang,2020-08-30,Cargo,2
26,Port Klang,2020-08-25,Cargo,1
27,Port Klang,2020-08-10,Tanker,3
28,Port Klang,2020-08-04,Cargo,1
29,Port Klang,2020-08-14,Tanker,2
30,Port Klang,2020-08-27,Cargo,3
31,Port Klang,2020-08-26,Tanker,1
32,Port Klang,2020-08-20,Cargo,1
33,Port Klang,2020-08-10,Cargo,1
34,Port Klang,2020-08-20,Tanker,1
35,Port Klang,2020-08-09,Cargo,1
