,geo_name,date,vessel_type,num_ships
0,Port Klang,2020-05-12,Cargo,1
1,Port Klang,2020-05-16,Cargo,4
2,Port Klang,2020-05-25,Cargo,1
3,Port Klang,2020-05-28,Tanker,3
4,Port Klang,2020-05-18,Tanker,4
5,Port Klang,2020-05-15,Tanker,2
6,Port Klang,2020-05-19,Cargo,4
7,Port Klang,2020-05-05,Cargo,1
8,Port Klang,2020-05-11,Cargo,1
9,Port Klang,2020-05-21,Tanker,1
10,Port Klang,2020-05-24,Tanker,2
11,Port Klang,2020-05-26,Tanker,1
12,Port Klang,2020-05-17,Cargo,3
13,Port Klang,2020-05-31,Cargo,2
14,Port Klang,2020-05-14,Cargo,2
15,Port Klang,2020-05-06,Cargo,1
16,Port Klang,2020-05-25,Tanker,1
17,Port Klang,2020-05-28,Cargo,3
18,Port Klang,2020-05-27,Cargo,4
19,Port Klang,2020-05-31,Tanker,2
20,Port Klang,2020-05-08,Tanker,1
21,Port Klang,2020-05-26,Cargo,2
22,Port Klang,2020-05-23,Tanker,2
23,Port Klang,2020-05-15,Cargo,2
24,Port Klang,2020-05-22,Cargo,1
25,Port Klang,2020-05-27,Tanker,1
26,Port Klang,2020-05-08,Cargo,2
27,Port Klang,2020-05-17,Tanker,1
28,Port Klang,2020-05-18,Cargo,1
29,Port Klang,2020-05-30,Cargo,1
30,Port Klang,2020-05-13,Cargo,1
31,Port Klang,2020-05-22,Tanker,4
32,Port Klang,2020-05-11,Tanker,1
33,Port Klang,2020-05-01,Cargo,1
34,Port Klang,2020-05-10,Cargo,1
35,Port Klang,2020-05-19,Tanker,1
36,Port Klang,2020-05-24,Cargo,1
37,Port Klang,2020-05-14,Tanker,1
38,Port Klang,2020-05-30,Tanker,5
39,Port Klang,2020-05-20,Tanker,1
40,Port Klang,2020-05-16,Tanker,1
41,Port Klang,2020-05-10,Tanker,1
