,geo_name,date,vessel_type,num_ships
0,Port Klang,2020-09-04,Cargo,2
1,Port Klang,2020-09-17,Tanker,2
2,Port Klang,2020-09-17,Cargo,3
3,Port Klang,2020-09-25,Tanker,1
4,Port Klang,2020-09-25,Cargo,3
5,Port Klang,2020-09-29,Tanker,2
6,Port Klang,2020-09-07,Cargo,2
7,Port Klang,2020-09-04,Tanker,2
8,Port Klang,2020-09-20,Cargo,1
9,Port Klang,2020-09-27,Cargo,1
10,Port Klang,2020-09-05,Tanker,2
11,Port Klang,2020-09-02,Tanker,1
12,Port Klang,2020-09-05,Cargo,1
13,Port Klang,2020-09-20,Tanker,3
14,Port Klang,2020-09-24,Tanker,1
15,Port Klang,2020-09-30,Cargo,1
16,Port Klang,2020-09-10,Cargo,1
17,Port Klang,2020-09-28,Tanker,2
18,Port Klang,2020-09-22,Tanker,1
19,Port Klang,2020-09-11,Cargo,4
20,Port Klang,2020-09-03,Cargo,2
21,Port Klang,2020-09-21,Tanker,2
22,Port Klang,2020-09-28,Cargo,3
23,Port Klang,2020-09-02,Cargo,2
24,Port Klang,2020-09-11,Tanker,4
25,Port Klang,2020-09-01,Tanker,1
26,Port Klang,2020-09-27,Tanker,2
27,Port Klang,2020-09-16,Tanker,3
28,Port Klang,2020-09-22,Cargo,3
29,Port Klang,2020-09-26,Cargo,4
30,Port Klang,2020-09-21,Cargo,1
31,Port Klang,2020-09-12,Tanker,2
32,Port Klang,2020-09-19,Cargo,2
33,Port Klang,2020-09-07,Tanker,2
34,Port Klang,2020-09-30,Tanker,1
35,Port Klang,2020-09-24,Cargo,2
36,Port Klang,2020-09-18,Cargo,2
37,Port Klang,2020-09-26,Tanker,2
38,Port Klang,2020-09-06,Cargo,2
39,Port Klang,2020-09-08,Tanker,1
40,Port Klang,2020-09-14,Cargo,1
41,Port Klang,2020-09-14,Tanker,1
42,Port Klang,2020-09-29,Cargo,2
43,Port Klang,2020-09-19,Tanker,3
44,Port Klang,2020-09-01,Cargo,3
45,Port Klang,2020-09-13,Cargo,4
46,Port Klang,2020-09-13,Tanker,1
47,Port Klang,2020-09-16,Cargo,3
48,Port Klang,2020-09-18,Tanker,2
49,Port Klang,2020-09-06,Tanker,1
50,Port Klang,2020-09-09,Cargo,1
51,Port Klang,2020-09-03,Tanker,1
52,Port Klang,2020-09-10,Tanker,3
