,geo_name,date,vessel_type,num_ships
0,Port Klang,2020-02-24,Tanker,2
1,Port Klang,2020-02-27,Tanker,3
2,Port Klang,2020-02-02,Cargo,4
3,Port Klang,2020-02-16,Tanker,1
4,Port Klang,2020-02-04,Tanker,1
5,Port Klang,2020-02-12,Cargo,5
6,Port Klang,2020-02-26,Cargo,3
7,Port Klang,2020-02-23,Tanker,2
8,Port Klang,2020-02-08,Cargo,3
9,Port Klang,2020-02-28,Cargo,1
10,Port Klang,2020-02-25,Tanker,1
11,Port Klang,2020-02-26,Tanker,1
12,Port Klang,2020-02-04,Cargo,1
13,Port Klang,2020-02-11,Cargo,2
14,Port Klang,2020-02-07,Cargo,1
15,Port Klang,2020-02-21,Cargo,1
16,Port Klang,2020-02-19,Tanker,5
17,Port Klang,2020-02-12,Tanker,1
18,Port Klang,2020-02-21,Tanker,2
19,Port Klang,2020-02-05,Cargo,1
20,Port Klang,2020-02-24,Cargo,1
21,Port Klang,2020-02-20,Tanker,3
22,Port Klang,2020-02-13,Tanker,1
23,Port Klang,2020-02-11,Tanker,4
24,Port Klang,2020-02-29,Tanker,3
25,Port Klang,2020-02-15,Cargo,4
26,Port Klang,2020-02-14,Cargo,2
27,Port Klang,2020-02-10,Tanker,1
28,Port Klang,2020-02-27,Cargo,2
29,Port Klang,2020-02-09,Tanker,1
30,Port Klang,2020-02-25,Cargo,3
31,Port Klang,2020-02-23,Cargo,5
32,Port Klang,2020-02-07,Tanker,2
33,Port Klang,2020-02-13,Cargo,2
34,Port Klang,2020-02-06,Cargo,1
35,Port Klang,2020-02-10,Cargo,4
36,Port Klang,2020-02-02,Tanker,1
37,Port Klang,2020-02-18,Tanker,2
38,Port Klang,2020-02-06,Tanker,2
39,Port Klang,2020-02-16,Cargo,2
40,Port Klang,2020-02-18,Cargo,6
41,Port Klang,2020-02-22,Cargo,3
42,Port Klang,2020-02-19,Cargo,1
43,Port Klang,2020-02-08,Tanker,2
44,Port Klang,2020-02-09,Cargo,2
45,Port Klang,2020-02-01,Tanker,1
46,Port Klang,2020-02-20,Cargo,1
