,geo_name,date,vessel_type,num_ships
0,Port Klang,2020-01-31,Tanker,1
1,Port Klang,2020-01-18,Cargo,1
2,Port Klang,2020-01-20,Cargo,3
3,Port Klang,2020-01-30,Cargo,6
4,Port Klang,2020-01-27,Cargo,4
5,Port Klang,2020-01-06,Tanker,2
6,Port Klang,2020-01-12,Cargo,4
7,Port Klang,2020-01-13,Tanker,1
8,Port Klang,2020-01-07,Tanker,2
9,Port Klang,2020-01-01,Tanker,4
10,Port Klang,2020-01-25,Cargo,2
11,Port Klang,2020-01-17,Cargo,3
12,Port Klang,2020-01-10,Cargo,3
13,Port Klang,2020-01-19,Tanker,1
14,Port Klang,2020-01-16,Tanker,3
15,Port Klang,2020-01-07,Cargo,4
16,Port Klang,2020-01-22,Cargo,2
17,Port Klang,2020-01-23,Cargo,1
18,Port Klang,2020-01-08,Cargo,3
19,Port Klang,2020-01-08,Tanker,1
20,Port Klang,2020-01-03,Tanker,1
21,Port Klang,2020-01-11,Tanker,2
22,Port Klang,2020-01-17,Tanker,1
23,Port Klang,2020-01-30,Tanker,1
24,Port Klang,2020-01-16,Cargo,3
25,Port Klang,2020-01-26,Cargo,2
26,Port Klang,2020-01-04,Tanker,1
27,Port Klang,2020-01-02,Tanker,1
28,Port Klang,2020-01-11,Cargo,4
29,Port Klang,2020-01-15,Cargo,2
30,Port Klang,2020-01-29,Cargo,5
31,Port Klang,2020-01-05,Tanker,1
32,Port Klang,2020-01-12,Tanker,1
33,Port Klang,2020-01-18,Tanker,1
34,Port Klang,2020-01-24,Cargo,1
35,Port Klang,2020-01-26,Tanker,3
36,Port Klang,2020-01-24,Tanker,2
37,Port Klang,2020-01-06,Cargo,3
38,Port Klang,2020-01-13,Cargo,3
39,Port Klang,2020-01-28,Cargo,3
40,Port Klang,2020-01-22,Tanker,1
41,Port Klang,2020-01-10,Tanker,2
42,Port Klang,2020-01-23,Tanker,2
43,Port Klang,2020-01-09,Tanker,2
44,Port Klang,2020-01-20,Tanker,2
45,Port Klang,2020-01-19,Cargo,2
46,Port Klang,2020-01-25,Tanker,3
47,Port Klang,2020-01-28,Tanker,2
48,Port Klang,2020-01-29,Tanker,3
49,Port Klang,2020-01-03,Cargo,3
50,Port Klang,2020-01-02,Cargo,2
51,Port Klang,2020-01-21,Cargo,2
52,Port Klang,2020-01-27,Tanker,3
53,Port Klang,2020-01-21,Tanker,4
54,Port Klang,2020-01-15,Tanker,1
